"","cg1","cg2","cg3","cl1","cl2","cl3","cw1","cw2","cw3","sg1","sg2","sg3","sl1","sl2","sl3","sw1","sw2","sw3"
"WBGene00005956",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.051749
"WBGene00005957",0.023479,0,0,0,0,0,0,0,0,0,0,0,0.738075,0,0.083732,0.092034,0.068387,0
"WBGene00005958",0.026279,0.055057,0,0,0,0,0,0,0.104611,0,0,0,3.324511,3.757475,0.968405,3.752493,1.377753,0
"WBGene00005959",0.525223,0.448302,0.061129,0.778126,0.386542,0.08833,0.300877,0.215815,0.151441,4.187841,0,0.224388,66.011584,31.652934,10.752592,30.881449,8.442093,0
"WBGene00005960",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"WBGene00005961",0,0,0,0,0,0,0,0,0.031637,0,0,0.23915,0.530122,4.689407,0,0.253669,1.979145,0.02022
"WBGene00005962",0,0,0,0,0,0,0.020769,0,0,0,0,0,0.06589,0,0,0,0.062577,0
"WBGene00005963",0,0,0.050893,0,0.025434,0,0.070452,0,0,0.022258,0,0.194935,0.130379,0.521832,0,0.108826,0,3.347815
"WBGene00005964",0,0.022664,0.045326,0.025275,0,0,0,0.017145,0,0,0,0,1.459739,5.867409,2.031753,0.835944,0.378093,0
"WBGene00005965",0.03498,0,0,0,0,0,0,0.02772,0,0,0,0,0.229019,0,0.101451,0.195875,0.015536,0
"WBGene00005966",0,0,0,0,0,0,0,0,0,0,0,0,0.302349,0,1.130565,0.259792,0,0
"WBGene00005967",0,0,0,0,0,0,0,0,0.014294,0,0,0.02161,0,0.05785,0,0.470511,0.078439,0
"WBGene00005968",0,0,0,0,0.046679,0.01687,0,0.052996,0,0,0,0,0.188005,0,0,0,0.633046,0.009452
"WBGene00005969",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015705
"WBGene00005970",0,0,0,0,0,0,0,0.016769,0,0,0,0,0.29203,0,0,0,0.400611,0.008973
"WBGene00005971",0,0,0.223803,0.02496,0,0.048508,0,0,0.014175,0,0,0,0.196574,0.014342,1.346084,0,0.342265,0
"WBGene00005972",0,0,0,0,0,0,0,0,0,0,0,0,0.017444,0,0,0,0.23194,0
"WBGene00005973",0,0,0,0,0,0,0,0,0,0,0,0,0.115147,0.07201,0,0.024028,0,0
"WBGene00005974",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.301059,0.060228,0
"WBGene00005975",0.02119,0,0,0,0,0.016036,0,0,0,0,0,0,0.081231,0,0.025188,0.481596,0,0
"WBGene00005976",0.042379,0,0,0.074263,0,0.032072,0.020484,0,0,0,0,0,0.032492,0,1.284613,0.427158,0,0
"WBGene00005977",0,0,0,0.025275,0,0,0,0,0,0,0,0.086805,0.281995,0,0.694397,0.545181,0.2048,0.027522
"WBGene00005978",0,0,0,0,0,0,0,0,0,0,0,0,0.066074,0,0,0.422253,0,0
"WBGene00005979",0,0,0,0,0.023856,0,0,0,0,0,0,0,0,0.810666,0.487548,0.484856,0.248874,0
"WBGene00005980",0,0,0.022823,0,0,0,0,0,0,0,0,0,0.601383,0.043878,1.295001,0.549031,0,0.027717
"WBGene00005981",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"WBGene00005982",0.122428,0.085499,0.128242,0.1907,0.128181,0.061769,0.118351,0.03234,0,0,0,0.307004,0,0,0,0.159965,0.267441,0
"WBGene00005983",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012436
"WBGene00005984",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.363901
"WBGene00005985",0,0,0,0,0,0,0,0,0,0,0,0,0,0.013697,0,0,0,0
"WBGene00005986",0,0.071925,0,0,0,0,0,0,0,0,0,0,0.78965,0.015364,0,0.974028,0.416636,0
"WBGene00005987",0.023953,0,0.038565,0,0.025079,0,0,0,0.015892,0,0,0.168138,1.475181,0,0,0.482848,0.226743,0
"WBGene00005988",0,0.022953,0,0.076795,0.022942,0.016583,0.042364,0,0.043613,0,0,0,2.6376,0,2.813096,0.25767,0.813719,0.009291
"WBGene00005989",0,0,0.020904,0,0.020894,0,0,0,0,0,0,0,0,0,0,0,0.087186,0
"WBGene00005990",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"WBGene00005991",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.569198
"WBGene00005992",0,0,0,0.02549,0,0,0,0,0,0,0,0,0,0.029293,0,0,0,0
"WBGene00005993",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.031641,0.018426
"WBGene00005994",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.057974,0,0
"WBGene00005995",0,0,0.027387,0.030544,0,0.019787,0.05055,0.020719,0,0,0,0,2.806454,0.17551,0,2.269329,0.057114,0
"WBGene00005996",0.069278,0.02419,0,0,0.024178,0,0,0,0,0,0,0.011582,2.000709,3.193341,2.964699,1.551753,0.773497,0
"WBGene00005997",0,0,0,0,0,0,0,0,0,0,0,0.092653,0,0,0,0.232763,0,0.009792
"WBGene00005998",0.026146,0.054777,0,0.061089,0,0,0,0,0,0,0,0,1.663826,0,0,0.146408,0.20942,0.03326
"WBGene00005999",0.022586,0,0,0,0.023647,0,0,0.071592,0,0,0,0,1.264108,0,0.698049,0.379418,0.082229,0
"WBGene00006000",0,0,0.092999,0.051859,0.023239,0.033595,0,0,0.014726,0,0,0,0.289298,0,0,0,0.452533,0
"WBGene00006001",0.022006,0,0,0,0.02304,0,0,0,0,0,0,0,0,0.443157,0,0,0,0.205285
"WBGene00006002",0.091958,0.024082,0.072244,0.107429,0.096279,0.017398,0,0,0.030505,0,0,0,4.071659,0,0,3.141124,1.556817,0
"WBGene00006003",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13476,0.070094,0.091841
"WBGene00006004",0,0,0,0,0,0,0.021003,0,0.014415,0,0,0.098068,0.199896,0.087508,0,0,0,0
"WBGene00006005",0.105513,0.066317,0.044209,0,0.088377,0.079851,0.061199,0,0.014001,0,0,0,0.533923,0,0.175596,0.472673,0.07683,0
"WBGene00006006",0.134334,0.046906,0.093809,0.130778,0.070323,0.033888,0.086573,0.017742,0,0,0,0,0.12016,0.150292,0.745199,0.689543,0.016303,0.009494
"WBGene00006007",0,0,0.022196,0,0.066556,0,0,0,0,0,0,0,0,0.07112,0,0,0,0
"WBGene00006008",0.064364,0.112373,0.044947,0.075193,0.022463,0.032474,0.041481,0.051006,0,0,0,0.376603,2.072639,5.77524,4.131612,1.417656,0.874855,0.973434
"WBGene00006009",0.125585,0.021926,0.153473,0.097808,0.087657,0.01584,0.101169,0.09952,0,0,0,0,0.256764,0,0,0,0.030482,0
"WBGene00006010",0,0,0,0.023743,0,0,0,0,0,0,0,0,0,0.39565,0.193278,0,0,1.120349
"WBGene00006011",0,0,0,0,0,0,0,0.033039,0,0,0,0,0,1.273398,0,0,0.273223,0
"WBGene00006012",0.038421,0,0,0,0,0,0,0,0,0,0,0,0.147288,0,0,0,0,0.065167
"WBGene00006013",0,0,0,0,0,0,0,0,0,0,0,0.020909,0,1.371352,0.1239,0,0,1.520367
"WBGene00006014",0.047465,0,0,0.027725,0,0,0,0,0,0,0,0,1.128133,0,0,0,0,0
"WBGene00006015",0.036382,0,0,0.042503,0,0,0,0.144155,0,0,0,0,0.055789,0.146535,0,0.14261,0.079475,0
"WBGene00006016",0.144168,3.510161,0.021573,1.49341,0.021563,0.015586,0.969593,1.763016,0.040992,0,0,0.75454,7.476954,0,0,3.923342,0,0
"WBGene00006017",0,0,0,0,0.035931,0,0,0,0,0,0,0,0,0.057592,0,0,0.037483,0
"WBGene00006018",0,0,0,0.030858,0,0,0,0,0,2.202381,0,0,0,0,0,0,0,0.011201
"WBGene00006019",0,0,0,0.023404,0,0,0,0,0.053166,0,0,0.291375,0.64512,0,4.453324,0.45995,0,0
"WBGene00006020",0.024141,0.012644,0.025287,0.028202,0.025275,0,0,0,0,0,0,0,0.620049,0.024308,0,0.669148,0.210939,0.015355
"WBGene00006021",0.021727,0.022759,0,0,0,0,0,0,0,0,0,0,1.950067,0.403018,0,1.261458,0,0
"WBGene00006022",0,0,0,0,0,0,0,0,0,0,0,0,0.098287,0,0,0.239282,0,0
"WBGene00006023",0,0,0,0,0,0,0,0,0,0,0,0,0,0.011075,0,0,0,0.020988
"WBGene00006024",0.023515,0,0.024632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"WBGene00006025",0,0,0,0,0,0.009877,0.037848,0,0,0,0,0,0,0.297863,0,0,0,0.380734
"WBGene00006026",0.045572,0.047738,0.047736,0,0.047713,0.034488,0.044054,0,0,0,0,0,1.956642,0,0,2.921895,1.227779,0.04831
"WBGene00006027",0,0,0,0,0,0.017321,0,0,0,0,0.017971,0,0.31586,0,0,0,0,0.164984
"WBGene00006028",0.090741,0,0.023763,0.079505,0.023751,0,0.02193,0.035954,0,0,0,0,0.191322,0,0,0,0.247776,0
"WBGene00006029",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009956
"WBGene00006038",82.306031,72.48094,71.384357,180.531482,283.869138,32.633016,203.319641,189.700194,102.997098,3.802794,0,176.800183,176.275678,13.659722,877.358271,65.815163,919.909604,20.4784
"WBGene00006039",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"WBGene00006040",0,10.894724,19.612463,10.279535,43.988614,18.952273,56.955388,47.051521,58.903078,43.427609,0,168.481082,187.001425,7.310982,786.700993,66.117794,861.779245,36.285585
"WBGene00006044",42.040043,48.30014,57.797889,69.01504,80.57673,36.305728,76.691523,74.958285,75.633664,1.242546,0,513.797225,88.119136,5.51893,406.340595,54.201649,377.523645,42.337543
"WBGene00006047",3.437312,3.425056,2.019819,5.190873,11.762027,0.507577,9.239106,8.304606,2.669855,0,0,4.246667,18.255026,0,127.021378,7.511384,137.354089,0.03555
"WBGene00006048",7.648717,8.55093,8.079275,18.847113,22.74577,4.766998,23.176107,20.475836,8.869851,0,0,2.707776,6.883905,0.862925,20.595295,1.295554,29.293916,0
"WBGene00006049",4.58402,3.645384,5.317256,7.918923,7.269804,4.839872,7.245918,3.88725,6.365195,0,0,4.422098,1.655316,0.154554,0,0.285562,4.218805,14.676829
"WBGene00006050",27.087421,24.363508,24.11318,60.407482,90.653116,12.427459,56.344427,67.877027,36.344477,0.384995,0,41.944825,112.637899,3.572729,420.691373,35.328536,502.090493,10.663569
"WBGene00006051",24.918897,24.69362,24.237825,54.40154,84.738895,12.977506,49.143247,64.481884,35.638138,6.75644,0,33.568457,75.09773,6.566652,236.876804,10.760613,279.001492,17.725075
"WBGene00006052",10.691214,10.098513,12.296649,19.731229,29.194925,6.648557,16.296732,20.215552,15.717229,0.45573,0,28.955111,49.258202,0.012171,95.521301,15.963884,130.801077,19.839735
"WBGene00006053",30.682843,24.758573,28.430756,64.387006,100.655977,14.65461,57.577273,65.894842,37.122682,0.270588,0,55.693486,120.996254,3.537278,427.168431,35.206106,471.4221,0.525492
"WBGene00006055",1.663024,1.601907,1.621862,1.585503,1.300873,0.96924,1.127195,0.893728,1.027249,0.017514,0,0.345123,13.483301,8.545849,10.066154,7.032498,13.598722,0.016211
"WBGene00006056",15.355881,14.327562,13.992574,40.129548,57.276114,6.766665,38.090381,29.226611,5.683135,10.043686,0,29.626841,50.454915,6.429428,287.520135,15.829407,307.175359,2.5993
"WBGene00006057",13.527846,13.605791,11.354845,32.110298,43.993324,6.071268,31.652856,25.205995,6.847995,0.075314,0,64.872245,51.523639,1.080386,230.673769,15.457186,159.6354,13.928303
"WBGene00006058",9.725077,10.970988,12.182944,18.864944,20.256073,8.687382,15.510725,16.864738,6.503493,0,0,35.396436,29.666889,0,52.987806,7.06359,24.193113,16.538738
"WBGene00006059",27.006458,25.136593,26.102273,35.939604,30.748719,24.013761,25.310448,19.790609,10.030338,8.999832,34.067712,12.497426,13.739432,5.516823,13.413333,9.413305,17.496805,20.005374
"WBGene00006060",27.705878,22.006331,17.965756,65.800887,60.353148,21.505252,57.196291,49.219213,19.930233,0,0,475.438563,16.962694,3.883165,36.312511,9.206387,66.138831,53.404757
"WBGene00006061",0,4.590649,4.870865,5.910785,0,11.816234,0,2.721195,12.522918,11.391787,80.156862,14.787176,17.038527,7.287168,7.277963,15.288562,18.777445,11.93097
"WBGene00006062",10.268106,10.943361,13.114004,9.866402,9.515902,8.987843,6.886116,5.280522,6.765007,15.457427,0.009353,4.688861,18.26334,6.620617,11.49279,15.777784,21.720474,10.187415
"WBGene00006063",6.663034,6.767203,4.429737,7.527771,7.614876,2.185945,6.714975,7.472488,1.522854,1.115839,0,13.091628,4.502223,0.69034,1.464909,3.816245,4.506695,0.01699
"WBGene00006064",1.875776,1.766898,1.683132,1.785879,1.573309,1.586015,1.520949,1.144498,0.798255,1.794238,0.010981,1.844603,28.436768,96.693178,111.191826,42.767203,53.627525,25.893157
"WBGene00006065",0.083534,0.17501,0.087501,0.292762,0.145766,0.042145,0.026917,0.088263,0.036947,0,0,0,0.619113,3.102793,0,3.22759,0.750186,0
"WBGene00006066",7.272077,7.489735,6.782181,7.405518,6.916919,3.410574,6.352787,4.842937,3.018637,5.018849,73.412911,3.921908,23.996646,27.184231,36.219646,18.666364,29.962002,6.33549
"WBGene00006067",6.222484,6.156361,8.629376,7.316479,5.296083,5.267656,5.116117,4.704248,4.507521,1.790001,0.047623,7.756572,73.667048,211.548696,57.071526,68.305711,39.471715,11.823231
"WBGene00006068",1.483268,1.398396,1.223544,2.079363,1.300609,0.771737,1.111249,0.999108,0.47974,3.057829,14.674393,1.004257,23.625969,118.125372,47.319713,19.601823,31.510449,22.658043
"WBGene00006069",0,0,0,0,0,0,0,0,0,0,0,0,0.390238,0.157692,0,1.096204,0.014254,0
"WBGene00006070",0.053071,0,0,0,0,0,0,0.014019,0,0,0,0,0,0,0,0,0,0
"WBGene00006071",0.038136,0,0,0.022276,0,0,0,0,0,0,0,0,0.394727,0,0,0,0.138844,0
"WBGene00006072",0.071252,0.01866,0.018659,0.041619,0.01865,0.026961,0,0,0,0,0,0,0.75115,0,1.545747,0.778027,0,0
"WBGene00006073",0,0,0,0,0,0,0,0,0,0,0,0,0,0.025791,0,0,0,0.008146
"WBGene00006074",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"WBGene00006075",0.141709,0.442157,1.308859,0.02365,0.089727,0.229809,0.497075,0.079122,0.248409,0,0,2.57738,4.954051,0,7.959208,5.87476,6.807971,0.008584
"WBGene00006076",0.073349,0.064984,0,0,0,0,0,0,0.013719,0,0,0,0.094661,0,0,0,0.067073,0
"WBGene00006077",0.02697,0.116673,0.175002,0.065058,0,0.028097,0.03589,0.01471,0,0,0,0,0.45927,0.074766,1.169522,0.654873,0.399361,0
"WBGene00006078",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014309,0
"WBGene00006079",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"WBGene00006080",0.014152,0,0,0.066133,0,0,0,0.011215,0,0,0,0.553621,0.759545,10.592608,0,1.331376,0.762575,0
"WBGene00006081",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"WBGene00006082",0,0,0,0,0,0,0,0,0,0,0,0,0,0.052967,0,0,0.042516,0.008365
"WBGene00006083",0.059868,0,0.020904,0.023313,0.041787,0,0,0,0,0,0,0,0.428411,0,0,0.134097,0.101717,0
"WBGene00006084",0,0,0,0.032471,0,0,0,0.022026,0,0,0,0,0,0.158592,0,0,0.111313,1.259945
"WBGene00006085",0,0.044394,0,0.024754,0,0,0,0,0,0,0,0.488845,2.436923,0.028448,0,0,0.154293,0
"WBGene00006086",0.117011,0.040858,0.142996,0.159479,0.102091,0.044277,0.018852,0.015454,0.038816,0,0,0,10.393353,5.485195,10.339315,6.530441,5.285442,0.008269
"WBGene00006087",0,0.018595,0,0.041476,0,0,0,0,0,0,0,0,0.081661,0,0,0.079522,0,0
"WBGene00006088",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"WBGene00006089",0,0,0,0,0.020574,0,0,0,0,0,0,0,0,0.026382,0,0,0,0
"WBGene00006090",0,0.019329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"WBGene00006091",0,0,0.023868,0,0,0.017244,0,0,0,0,0,0.217125,0.41928,0.015296,0,0,0.82958,0
"WBGene00006092",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.305773,0.085202,0
"WBGene00006093",0,0,0,0,0.059671,0,0,0,0,0,0,0,0.014566,0.012753,0,0,0.041499,0
"WBGene00006094",0,0,0,0,0,0,0,0,0,0,0,0,0,0.040502,0,0,0,0
"WBGene00006095",0,0,0,0,0,0,0,0,0,0,0,0,0,0.013344,0,0.901656,0.130274,0
"WBGene00006096",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"WBGene00006097",0.377698,0.249885,0.353989,0.487686,0.437072,0.240707,0.269035,0.094518,0.158265,0,0,2.612066,0.441996,2.94907,0,0,0,0
"WBGene00006098",0,0.021234,0.021233,0.023681,0,0,0,0,0,0,0,0,0.062167,0,0,0,0.354245,0
"WBGene00006099",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008301
"WBGene00006100",0.084526,0,0,0,0,0.031984,0,0,0,0,0,0,0,0,0,0,0,0.017921
"WBGene00006101",0,0,0,0.023134,0,0,0,0,0,0,0,0,0.015183,0,0,0,0,0
"WBGene00006102",0,0,0,0,0,0,0,0,0,0,0,0,0.335637,0.055974,0,0.396885,0.364298,0
"WBGene00006103",0.053749,0.075072,0,0.041861,0.018758,0.013559,0,0,0,0,0,0,3.351727,2.886441,0,1.163785,0.300056,0
"WBGene00006104",0,0,0,0,0,0.015776,0,0,0,0,0,0.324097,0.095896,2.854651,0,0.046692,0.030358,5.162177
"WBGene00006105",0,0,0,0,0,0,0,0,0,0,0,0,0.126833,0,0,0,0,0
"WBGene00006106",0,0,0,0,0,0.092409,0,0,0,0,0,0.193923,0.29646,0.50546,1.257962,0.626774,0.948392,0.008629
"WBGene00006107",0,0,0,0,0,0,0,0,0,0,0,0,0.067488,0.014772,0,0,0,0.055987
"WBGene00006108",0,0,0,0,0.020975,0,0,0,0,0,0,0,0.2304,0.013448,0,0.628225,0,0
"WBGene00006109",0.078604,0.020585,0,0.045914,0.041149,0.044615,0.018996,0,0,0.090025,0,0.955975,12.354527,10.487018,0,4.55563,4.57886,0
"WBGene00006110",0.06154,0.021488,0.064462,0.023964,0,0,0.01983,0,0.027219,0,0,0,1.399762,0,0.024385,0,0.866338,0
"WBGene00006111",0,0,0.022014,0.024552,0.022004,0,0,0,0,0,0,0.233996,0,0,0,0,0,0
"WBGene00006112",0,0,0.043321,0,0.02165,0,0,0,0,0,0,0,0,0.235974,0,0,0,0
"WBGene00006113",0,0,0.021573,0,0,0,0,0,0,0,0,0,0.347394,2.516194,0,0,0,0
"WBGene00006114",0,0,0,0,0,0,0,0,0,0,0,0,0.173363,3.535051,0,0.253234,0.310998,0
"WBGene00006115",0,0,0,0,0,0,0,0,0,0,0,0,0,0.139157,0,0,0,0.023786
"WBGene00006116",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026411
"WBGene00006117",0,0,0,0,0,0,0,0,0,0,0,0,0,0.088758,0,0,0,0
"WBGene00006118",0,0,0,0,0,0,0,0,0,0,0,0,0,0.04131,0,0,0,0.017397
"WBGene00006119",0,0,0,0,0,0,0,0,0,0,0,0,0,0.578419,0,0.305981,0.030606,0
"WBGene00006120",0,0,0,0,0,0,0,0,0,0,0,0,0,0.120098,0,0,0,0
"WBGene00006121",0,0,0,0,0,0,0,0,0,0,0,0,0.104665,1.479301,0.023182,0,0,0
"WBGene00006122",0,0,0,0,0,0,0,0,0,0,0,0,0.254188,0,0,0.600626,0,0
"WBGene00006123",0,0,0,0,0,0,0,0,0,0,0,0,0.927932,2.974339,0,0,0,0
"WBGene00006124",0,0,0,0,0,0,0,0,0,0,0,0,0.059583,0.013042,0,0,0,0.008238
"WBGene00006125",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.141783,0,0,0
"WBGene00006126",0.020271,0,0,0,0,0,0,0,0,0,0,0,0,0.068036,0,1.013766,0,0
"WBGene00006127",0,0,0.026295,0,0,0.009499,0,0,0,0,0,0,0.048117,0.025277,0,0.398442,0.374722,0
"WBGene00006128",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"WBGene00006129",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"WBGene00006130",0,0,0,0,0,0.093022,0,0.097405,0.026792,0,0,0.834211,0,0,0,2.62455,0.361322,0
"WBGene00006131",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"WBGene00006132",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008698
"WBGene00006133",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011175,0,0
"WBGene00006134",0,0,0.020428,0.045565,0,0,0,0,0,0,0,0.205394,0,0.065456,0.718652,0,0,0
"WBGene00006135",0,0.020049,0.020048,0,0,0.043453,0.018502,0,0.012698,0,0,0.124782,0,0.012848,0.386765,0.107172,0.083617,0.697935
"WBGene00006136",0,0,0,0,0,0,0,0,0,0.371017,0,0,0,0,0,0,0,0
"WBGene00006137",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.155212,0,0.271645,0
"WBGene00006138",0,0,0.146896,0.023404,0.020975,0.015161,0.019367,0,0.026583,0,0,0.110521,0.72192,0.080689,0,0.291676,0.423043,0.484212
"WBGene00006139",0,0.046501,0.02325,0.051859,0,0.016798,0,0,0,0,0,0,0.153158,0,0.554074,0,0,0
"WBGene00006140",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023141
"WBGene00006141",0,0,0.038519,0.042959,0,0,0,0,0,0,0,0,0.239645,0.580083,0,0,0.495355,0
"WBGene00006142",0,0,0,0,0,0,0,0,0,0.018795,0,0.267485,0,0,0.414538,0,0.134432,0
"WBGene00006143",0.060336,0,0.126403,0.140974,0.063171,0.060883,0.019442,0.031876,0.013343,0,0,0,0.416342,0.081005,0,1.723113,0.029289,0
"WBGene00006144",0,0,0.020904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"WBGene00006145",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"WBGene00006146",0.020762,0.043497,0.456702,0.145527,0.021737,0.392809,0.060211,0.065811,0.12397,0,0,0.197838,0.127345,0.013937,0.02468,0.476665,0.347709,0
"WBGene00006147",0,0,0,0,0.020975,0.015161,0,0,0,0,0,0,0,0,0,0,0,0
"WBGene00006148",0.037855,0.039655,0.059479,0.044224,0.019817,0,0.036594,0,0.037673,1.647517,0,0,0,0.050823,0.067499,0.508746,0.151605,0
"WBGene00006149",0,0,0,0.011619,0.03124,0,0,0.015763,0,0,0,0,0.122009,0,0,0,0.028968,0.004217
"WBGene00006150",0,0.082656,0.041326,0,0.103266,0.014929,0,0.031264,0,0,0,0,0.589848,0.066209,0.023449,0,0,0.016729
"WBGene00006151",0.037995,0,0,0.044387,0,0,0,0,0,0,0,0,0,0.012753,0,0,0.013833,0
"WBGene00006152",0,0.026709,0,0,0.026696,0.038593,0,0.020206,0,0,0,0.409203,0,0,0,0,0.111397,0
"WBGene00006153",0,0.038383,0,0,0.019182,0.013865,0,0.014518,0,0,0,0,0,0.036895,0,0.636059,0,0.015537
"WBGene00006154",0,0.019191,0,0.064208,0,0,0,0,0,0,0,0,0,1.647962,0,0.297511,0,0
"WBGene00006155",0.040382,0.021151,0,0,0,0,0,0,0,0,0,0,0.154806,0,0,0,0,0
"WBGene00006156",0,0,0,0,0,0,0.019442,0,0,0,0.047375,0,0,2.659656,0,0,0,0
"WBGene00006157",0,0.021318,0.021317,0.023775,0,0,0,0.016127,0,0,0,0,0.34327,0,0.024192,0.820505,1.200309,0
"WBGene00006158",0,0.020986,0,0,0,0,0,0,0,0,0,0,0.27648,1.600335,0.357218,0,0,0.688091
"WBGene00006159",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"WBGene00006160",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007852
"WBGene00006161",0,0.022289,0.022288,0,0,0,0,0,0,0,0,0,0.065254,0,0,0,0,0.009022
"WBGene00006162",0.019802,0.020744,0,0.023134,0,0.014986,0,0,0.013138,0,0,0,0.576937,0,0,0,0.245126,0
"WBGene00006163",0.128397,0.192143,0.076854,0.064285,0.057613,0.09717,0.053195,0.029071,0.012169,0,0,0,0.590657,4.260246,0.021804,1.602309,0.814725,0
"WBGene00006164",0,0.020824,0,0.023223,0.93551,0,0,0.063012,0,0,0,0,0.015241,0,0,0,0.685404,0
"WBGene00006165",0.019355,0,0.020274,0,0.020265,0,0,0,0,0.017734,0,0,0.07337,0,0,0.726163,1.122019,0
"WBGene00006166",0,0,0,0,0,0,0,0,0,0,0,0.020494,0,0,0,0,0,0
"WBGene00006167",0.096052,0.100618,0.100614,0.022442,0.020113,0.014538,0.129995,0.015223,0.025491,0,0,0.375745,0.810082,0.309493,0.205523,0.247417,0.013988,0
"WBGene00006168",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"WBGene00006169",0,0,0.022759,0,0,0,0,0,0,0,0,0,0,0,0,0.140368,0.491107,0
"WBGene00006170",0.060573,0.063453,0.0846,0.047176,0.04228,0.045841,0,0,0.026792,0,0,0.040505,0.061923,0.433722,0.096006,0.022613,0,0
"WBGene00006171",0.020112,0.042136,0,0.023496,0.021057,0,0.019442,0.063752,0.026687,0,0,0,0,0,0,0,0.117158,0.025585
"WBGene00006172",0.020271,0.021234,0.0637,0.047362,0.042446,0.046022,0,0.016064,0,0.018573,0,0,0.062167,0,0,0,0,7.56397
"WBGene00006174",0,0.020744,0,0,0,0,0,0,0,0,0,0,0.045548,0.385492,0,0,0.17303,0
"WBGene00006175",0.014484,0.030346,0,0,0.015165,0.043847,0,0.022957,0.057659,0,0,0.181608,0,0,0,0,0,0
"WBGene00006176",0,0.041328,0,0.04609,0,0,0.057208,0.031264,0.026175,0,0,0,0,0.013242,0,0,0,0.016729
"WBGene00006177",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"WBGene00006178",0,0,0,0,0,0,0,0,0,0,0,0,0.202841,2.568285,2.975564,0.239314,0.311191,0
"WBGene00006179",0.075525,0.039557,0,0,0,0,0.018252,0,0.012527,0,0,0.142041,3.691476,25.792706,3.478909,4.64152,3.437123,0.016013
"WBGene00006180",0.081404,0.063955,0.106587,0.118873,0.042614,0,0.137712,0.016127,0,0,0,0.255162,20.783417,4.043683,5.080231,4.273462,2.089426,0
"WBGene00006181",0,0.080931,0,0.030085,0,0.038979,0,0,0,0,0,0.18082,0,0,1.775557,0,0,0
"WBGene00006182",0.020931,0.076223,0.04385,0.085005,0,0.055067,0,0,0.055547,0,0,0,0.778039,0,0,0,0.155692,0
"WBGene00006183",0.032238,0,0,0.150647,0,0.012199,0,0,0,0,0,0.379954,0.074152,0.043282,0,0,0.669021,0
"WBGene00006184",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"WBGene00006185",0,0.029814,0,0,0,0,0,0,0.037765,0,0,0,0,0,0.101498,0,0,0
"WBGene00006186",0,0,0,0,0.020418,0,0,0,0,0,0,0,0.044857,1.374572,0,0.174728,0.042601,0
"WBGene00006187",0.020931,0,0.04385,0,0,0.01584,0,0,0,0,0,0,0.417242,0,2.960826,0.410221,0.091445,0
"WBGene00006188",0,0,0,0,0,0,0,0,0,0,0,0.13924,0.412422,2.422792,2.475215,0.485832,0.922355,0
